Id,Sex,НЕВЕРОТН 1  Невероятные приключения итальянцев в России,ТЕЛОХРАН 2  Телохранитель,КАВКАЗСК 3  Кавказская пленница или Новые приключения Шурика,ПТЫЙ_ЭЛЕ 4  Пятый элемент,ТЕРМИНАТ 5  Терминатор,КРЕПКИЙ 6  Крепкий орешек,ПОЛИЦ_АК 7  Полицейская академия,ЧУЖИЕ 8  Чужие,КРОКОДИЛ 9  Крокодил Данди,ЗДРАВСТВ 10  Здравствуйте  я ваша тетя!,ИРОНИ_СУ 11  Ирония судьбы или с легким паром,КРАСОТКА 12  Красотка,МАТРИЦА 13  Матрица,ТИТАНИК 14  Титаник,К_9 15  К-9,НАЗАД_В 16  Назад в будущее,САМА_ОБА 17  Сама обательная и привлекательна,БЛИЗНЕЦЫ 18  Близнецы,СОБАЧЬЕ 19  Собачье сердце,СОБАКА_Б 20  Собака Баскервилей,МЕСТО_ВС 21  Место встречи изменить нельзя,ГОРЕЦ 22  Горец,СЛУЖЕБНЫ 23  Служебный роман,ОС_РЫБ 25  Особенности национальной рыбалки,ОС_ОХОТЫ 26  Особенности национальной охоты,ДЕСТЬ_НЕ 27  Десть негритят,ТЕРМИНA2 28  Терминатор 2: судный день,ВОКЗАЛ_Д 29  Вокзал для двоих,ГЕНИЙ 30  Гений,ИВАН_ВАС 31  Иван Васильевич меняет профессию,РОККИ 32  Рокки,ОДИН_ДОМ 33  Один дома,САМОГОНЩ 34  Самогонщики,ОБЫКНОВЕ 35  Обыкновенное чудо,В_БОЙ_ИД 36  В бой идут одни старики,ПАРК_ЮРС 37  Парк Юрского периода,МОСКВА_С 38  Москва слезам не верит,БЕЛОЕ_СО 39  Белое солнце пустыни,ЛЮДИ_В_Ч 40  Люди в черном,ОДИН_ДМ2 41  Один дома 2: потерянный в Нью-Йорке,ХИЩНИК 42  Хищник,ВСПОМНИТ 43  Вспомнить все,ИНТЕРДЕВ 44  Интердевочка,ЧЕЛЮСТИ 45  Челюсти,ЛЕОН 46  Леон,ПОЛИЦ_ДС 47  Полицейский из детского сада,ОТ_ЗАКАТ 48  От заката до рассвета,ПРАВДИВА 49  Правдивая ложь,АРМАГЕДД 50  Армагеддон,А_ЗОРИ_З 51  А зори здесь тихие,ДВОЙНОЙ 52  Двойной удар,МАСКА 53  Маска,БЛЕФ 54  Блеф,ДЕНЬ_СУР 56  День сурка,БЕГУЩИЙ 57  Бегущий человек,ЗИМН_ВИШ 58  Зимняя вишня,ТУТСИ 59  Тутси,НА_ДЕРИБ 60  На Дерибасовской хороша погода или на Брайтон Бич всегда идут дожди,ТРИ_ПЛЮС 61  Три плюс два,ЧАРОДЕИ 62  Чародеи,БАБНИК 63  Бабник,ЗУБАСТИК 64  Зубастики,ИГРУШКА 65  Игрушка (Франция),ВЫСОКИЙ 66  Высокий блондин в черном ботинке,ГАЗОНОКО 67  Газонокосильщик,ЧЕЛОВЕК 68  Человек дождя,МАЛЕНЬКИ 69  Маленький гигант большого секса,ПОКРОВСК 70  Покровские ворота,КРЕПК_2 71  Крепкий орешек 2,СИБИРСКИ 72  Сибирский цирюльник,МОЛЧАНИЕ 73  Молчание ягнят,ЭКИПАЖ 74  Экипаж,КОММАНДО 75  Коммандос,ФОРРЕСТ 76  Форрест Гамп,ДОРОГА_ 77  Дорогая  я уменьшил детей,УКРОЩЕНИ 78  Укрощение строптивого,ПРОФЕССИ 79  Профессионал,ДЖУМАНДЖ 80  Джуманджи,ГОРЧИЕ_Г 81  Горячие головы,ПОСЛЕДНИ 82  Последний бойскаут,ДЖЕНТЛЬМ 83  Джентльмены удачи,СПИСОК_Ш 84  Список Шиндлера,В_ДЖАЗЕ 85  В джазе только девушки,ЗВЕЗДНЫЙ 86  Звездный десант,ОТПЕТЫЕ 87  Отпетые мошенники,АДВОКАТ 88  Адвокат дьявола,ПАПАШИ 89  Папаши,ЕСЛИ_НАС 90  Если наступит завтра,В_ЗОНЕ_О 91  В зоне особого внимания,ГРЗНЫЕ_Т 92  Грязные танцы,СОРОК_ВО 93  Сорок восемь,ЗАХВАТ 94  Захват,БЕТХОВЕН 95  Бетховен,ДОСПЕХИ 96  Доспехи Бога,ЧАСТНЫЙ 97  Частный детектив или операция-кооперация,ШЕСТОЕ_Ч 98  Шестое чувство,СКАЛОЛАЗ 99  Скалолаз,ГАРАЖ 100  Гараж,МЭВЕРИК 101 Мэверик,ИНТРОВЕР 102 Интроверсия-Экстраверсия (тест Айзенка),ЭМОЦИОНА 103 Эмоциональная устойчивость-Невротизм (тест Айзенка),E_I__КЕЙ 104 E/I (тест Кейpси),S_N__КЕЙ 105 S/N (тест Кейpси),T_F__КЕЙ 106 T/F (тест Кейpси),J_P__КЕЙ 107 J/P (тест Кейpси),ЗАМКНУТО 108 Замкнутость-Общительность (тест Кэттелла),УРОВЕНЬ 109 Уровень интеллекта (тест Кэттелла),ЭМОЦИОНА 110 Эмоциональная неустойчивость-Устойчивость (тест Кэттелла),НЕДОБРОС 111 Недобросовестность-Высокая совестливость (тест Кэттелла),ПОДЧИНЕН 112 Подчиненность-Доминантность (тест Кэттелла),ОЗАБОЧЕН 113 Озабоченность-Беспечность (тест Кэттелла),РОБОСТЬ_ 114 Робость-Смелость (тест Кэттелла),ЖЕСТКОСТ 115 Жесткость-Чувствительность (тест Кэттелла),ДОВЕРЧИВ 116 Доверчивость-Подозрительность (тест Кэттелла),ПРАКТИЧН 117 Практичность-Мечтательность (тест Кэттелла),ПРМОЛИНЕ 118 Прямолинейность-Дипломатичность (тест Кэттелла),САМОУВЕР 119 Самоуверенность-Тревожность (тест Кэттелла),КОНСЕРВА 120 Консерватизм-Радикализм (тест Кэттелла),ЗАВИСИМО 121 Зависимость от группы-Самостоятельность (тест Кэттелла),НИЗКИЙ_В 122 Низкий-Высокий самоконтроль поведения (тест Кэттелла),РАССЛАБЛ 123 Расслабленность-Напряженность (тест Кэттелла),IQ 124 IQ,ВЕРБАЛЬН 125 Вербальный интеллект,ЧИСЛОВОЙ 126 Числовой интеллект,ПРОСТРАН 127 Пространственный интеллект,РАВЕН 128 Невербальный интеллект (тест Равена),ОСВЕДОМЛ 129 Осведомленность (тест Амтхауэра),КЛАССИФИ 130 Классификация (тест Амтхауэра),АНАЛОГИИ 131 Аналогии (тест Амтхауэра),ОБОБЩЕНИ 132 Обобщение (тест Амтхауэра),МАТЕМАТ1 133 Математические способности (практическое мышление) (тест Амтхауэра),МАТЕМАТ2 134 Математические способности (теоретическое мышление) (тест Амтхауэра),КОМБИНАТ 135 Комбинаторное мышление (тест Амтхауэра),ПРОСТРАН 136 Пространственное воображение (тест Амтхауэра),ЗАПОМИНА 137 Запоминание и воспроизведение информации (тест Амтхауэра),ВОЗPАСТ 139 Возpаст,AGE_CAT 139,ОБPАЗОВА 140 Обpазование,EDU_CAT 140,УPОВЕНЬ 141 Уpовень доходов,АСИММЕТP 142 Асимметpия полушаpий,АКТИВНОС 181 Активность и сила (ЛД),ДОБРОСЕР 182 Добросердечность (ЛД),ТРУДОВЫЕ 183 Трудовые качества (ЛД),ОБЩА_ОЦЕ 184 Общая оценка (ЛД),ОБЩИТЕЛЬ 185 Общительность и эмоциональность (ЛД),АНЕКДОТЫ 186 Анекдоты (оценка чувства юмора),ТЮФ 187 ТЮФ (оценка чувства юмора),ФОТО_СPЕ 188 Фото-сpедняя оценка,ФОТО_СКО 189 Фото-СКО,ФОТО_ЗАН 190 Фото-занижение-завышение оценки,РУКА_ПЕР 191 Рука-переплетение пальцев рук - ведущая,РУКА_ИМИ 192 Рука-имитация аплодисментов - ведущая,РУКА_СКР 193 Рука-скрещивание рук на груди - ведущая,HОГА 194 Hога - ведущая,ГЛАЗ 195 Глаз - ведущая,РУКОЙ_ПИ 196 Рука  которой пишут,ПЕРЕУЧИВ 197 Переучивали ли писать  если левша,САМООПPЕ 198 Самоопpеделение пpавша-левша,БОК_ПРЕД 199 Бок  на котором предпочитают спать,ГЛАЗ_У_В 200 Глаз  который обычно шире открыт
820,1,9,10,10,10,10,10,10,10,9,6,6,7,10,9,8,10,5,5,5,8,5,10,5,8,8,8,10,5,5,11,8,10,10,5,5,10,5,5,5,10,10,10,4,10,9,8,10,5,10,5,8,7,10,11,10,5,5,8,5,5,5,9,8,9,10,5,5,5,10,8,10,8,8,11,9,5,10,5,8,10,,5,10,8,5,,5,5,5,,5,,,10,,11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,17,1,1,1,2,,,,,,,,5.04,,,,,,,,,,,,,
821,1,8,,11,8,7,,7,7.5,8,7,7.5,7,9,5,,7,,,6,7.5,12,6,4,6,8,,8,3,7.5,10,6,9,6,7,9,,8,7.5,7,8,6.5,6,6.5,6,,7,6,,6,7,,8,,,6,5,9,7,6,,6,5,8,6.5,8,,4,,,2,,6.5,,1,11,9,,,7,9,11,,7.5,6,,,9,,6,7.5,,7,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,4,2,1,0,,,,,,7.346,4.48,4.475,2.46,0.008,1,1,1,1,1,1,4,2,2,1
822,,5,8,6,5,9,3,8,4,4,9,8,6,8,9,7,7,8,6,11,10,10,7,9,6,9,10,8,8,9,7,3,4,7,7,9,5,7,6,8,4,3,5,9,3,11,5,8,5,4,10,4,,6,6,5,9,9,,9,7,7,5,,6,5,10,4,10,5,3,,,4,10,3,,7,5,6,7,,6,,5,5,,,9,5,,5,,,,,,,,,,,,,,,8,5,8,3,4,7,6,9,3,12,5,9,4,4,1,10,127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1,8,6,12,7,6,6,6.5,5,8,8,12,7,6,4,,8,,7,9,,6.5,6,12,5,9,2,6,12,10,10,,9,10,,9,2,12,12,7,8,6,6,,,12,7,10,7,,,5,12,9,8,,,9,7,10,7,7,8,11,12,7.5,,7.5,,6,,8,,6,7,8,10,,10,7,,10,,6.5,7.5,,,10,,,,,6,7.5,11,7.5,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,5,3,1,4,,,,,,6.981,,2.605,1.348,-1.868,2,2,1,2,2,2,1,2,2,2
824,1,8,4,8,4,6,6,3,4,9,6,5,5,7,3,,6,5,3,8,,7,7,4,5,4,,7,4,4,9,4,6,9,11,6,5,4,9,,5,7,5,6,3,7,,,,,7,5,8,,5,6,3,5,4,6,7,5,,7,6,,8,4,,5,3,8,8,5,,,8,,,,,8,6,7,,,7.5,,,6,6.5,,,,7,,8,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,6,4,2,3,,,,,,5.538,5.66,4.556,1.641,0.076,1,2,2,2,1,1,4,2,2,2
825,1,6,7.5,9,,7,6,7.5,6.5,,9,8,7,9,5,,8,9,9,7,6,6,7.5,10,8,8,6,8,7.5,,10,,8,7.5,7.5,8,,10,7,6.5,8,,7,,6,10,9,2,,,8,,9,,,,9,9,,7,8,4,6.5,,7.5,,,4,7.5,7.5,9,8,9,,10,4,9,,7.5,7.5,,,,9,,,,8,,,,,,,,,9,,,,12,14,7,12,7,14,7,4,7,6,5,10,6,9,6,5,0,8,10,5,4,7,,,,,,,,,,,,,,,21,2,4,2,2,4,-1.578,0.966,0.67,0.492,0.114,,,4.25,1.601,-0.243,,,,,,,,,,
826,2,,5,9,9,6,8,8,7,7,9,7,6,8,6,,9,6,,6,7,8,9,7,6,7,7,7,,9,8,5,8,7,5,7,5,7,7,7,6,,7,,4,6,,9,,8,8,7,7,,,7,7,,6,,,5,5,,8,7,,5,,6,8,6,,7,,6,,,,7,8,,,6,6,,,6,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,4,2,,3,,,,,,,3.94,,,,2,2,2,1,1,2,2,2,2,3
827,,6,6,6,6.5,7,7,6,6,6,6,4,6.5,12,6.5,6,7,5,7,6.5,6.5,6,5,4,5,6.5,5,7,4,6,6.5,2,5,6,4,4,6,4,5,6.5,6,7,5,4,2,7,5,7.5,7,6.5,2,6.5,6.5,5,5,6.5,3,5,6,,5,2,5,6.5,7,6,4,6.5,1,6.5,6.5,6.5,5,6.5,5,4,6,5,5,6,6.5,5,6,5,7,6.5,7,3,6.5,2,3,6,6,5,5,,6.5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1,7,7,10,7,7,6,7,8,7,9,11,6,9,4,7,7,8,6,12,9,10,7,10,6,7,9,8,7,,8,4,6,8,10,6,7,9,7,9,7,8,7,,7,,,9,,,5,,9,,,8,,,5,,9,,,8,7,,9,6,,6,,12,,,,,,8,,,,,11,,,,,,,,,,,,,,,,,,16,8,7,8,11,11,9,5,10,7,10,6,11,8,6,5,3,6,12,5,7,6,132.5,,,,129,,,,,,,,,,25,2,5,3,,2,,,,,,6.346,2.56,,,,,,,,,,,,,
829,2,5,8,6,6,2,,5,,6,5,10,,,,,,6,,7,7,5,,7,5,,7,2,7,10,8,7,3,7,11,10,6,6,5,,4,,1,,2,7,,,,5,10,4,,6,,,,,,8,8,7,2,,5,,7,6,12,,,,,,,,,8,,,,,,,,,,8,,,10,,,,,,,,,,13,18,8,8,5,8,7,6,6,6,7,5,8,10,3,8,4,9,6,4,4,8,132.5,175,,138.96,76,,,,,,,,,,25,2,5,3,,2,,,,,,,5.3,,,,,,,,,,,,,
830,2,7,8,8,6.5,5,5,5,4,,7,8,9,7,7,7,6,8,8,10,8,4,5,12,6.5,6.5,2,3,7.5,7,8,5,6.5,8,7,6.5,5,9,9,7,6,3,6,6.5,2,8,8,,9,5,8,,7.5,7,7,,6,9,5,4,6,5,7,8,7,6.5,11,5,8,5,7,10,7,7,12,,7.5,,9,,,,9,12,,8,,7.5,5,,,,,,6.5,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,1,1,1,4,1,2,2
831,1,5,6,8,5,8,6,5,8,6,7,7,5,10,6,5,8,5,6,8,6,9,6,5,6,7,6,8,5,5,9,6,6,8,7,8,7,6,10,7,5,7,7,4,5,6,6,7,6,5,7,5,6,6,7,6,5,6,4,6,6,3,7,6,6,5,6,6,6,6,4,6,6,6,8,4,6,6,6,7,,,5,7,6,6,,6,,5,,7,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1,10,,11,5,9,7,7,8,,11,10,6,8,7,,10,7,7,11,10,10,3,10,7,8,9,9,8,9,10,6,7,9,8,9,7,9,8,8,,6,6,7,6,6,5,4,,6,7,5,7,,10,,5,,6,7,9,6,4,,,7,7,5,8,7,7,9,7,9,7,5,,,,,,11,,7,8,8,7,,,,,,,,8,5,,,10,,11,3,4,8,18,14,,,,,,,,,,,,,,,,,142.5,170,,,130,,,,,,,,,,25,2,5,3,2,4,,,,,,,,,,,2,2,2,2,1,1,3,1,2,2
833,2,7,7,7.5,10,6,7,5,5,7,9,8,7,,7.5,,6.5,7,6,10,,9,5,,6,6.5,,6,7,7,9,5,7,7,8,8,5,9,7,7,6.5,,6,7,5,,,7.5,,,,6.5,6,,7,,6.5,,3,10,8,4,6,9,6,6,,7.5,10,7,,7,9,5,7.5,6.5,,5,6.5,7,,7.5,,7.5,5,7,,9,,,7,6.5,2,6,6,4,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,,,,4,,,,,,,9.12,,,,2,2,2,2,1,1,4,1,1,1
834,1,7,7,8,10,8,7,6.5,7,8,11,8,7,11,,,8,7,7.5,11,9,8,8,10,6,6,,10,6.5,10,9,4,9,8,10,7,,10,8,7.5,7,6,8,7,5,9,8,6,,6,7,7.5,11,11,9,,6,,5,,7,4,5,8,8,8,10,2,11,6,8,7,6,7,8,,10,10,,6,6.5,,9,9,,,,8,,4,,7,,,7.5,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,,,,,,,,,,,8.2,4.092,1.57,-0.234,,,,,,,1,,,
835,1,3,7,6,9,5,5,8,6,5,6,5,7,12,8,5,7,3,6,9,7,3,6,5,5,7,6,7,5,5,5,4,8,4,5,6,8,4,3,8,6,5,8,5,3,8,5,8,9,7,4,6,,5,9,6,4,5,,4,5,1,7,,4,7,7,1,8,4,4,,,5,7,7,,5,5,8,6,,6,,7,6,,,6,1,,8,,,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,134.88,109,,,,,,,,,,18,1,4,2,1,1,,,,,,,,5.65,1.931,0.973,2,1,1,1,1,,,,,
836,1,6,6,6,6.5,6,6,5,6,1,5,6,,,,5,6.5,5,4,,5,,4,6,,,6,7,6,6,6.5,4,6,4,5,5,5,2,6.5,,6,6,6,4,6,6.5,4,6,,6,,3,6,6,,6,,4,5,,6,,3,5,,,6,,6.5,6,,6.5,3,6,,6,5,5,6,6,,7,,6,,6,6,2,,,2,6.5,5,4,4,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4,5,3,3,3,,,,,,,5.5,4.082,1.125,-0.45,1,2,2,2,1,1,4,1,2,3
837,2,9,6,,6,,,,,7,10,10,7,,7,8,,7,7,9,8,10,,10,6,7,7,,,7,9,,7,9,8,10,5,10,8,7,,,,6,,,,,,,10,,,8,8,,,7,,8,7,6,,,,,,6,11,,8,,,,,,,8,,7,,,,,,,,,8,,,,,,,,,,,,8,9,4,13,16,19,9,5,8,6,3,8,7,9,6,10,4,4,6,5,11,1,,,,,59,13,10,,9,,,,,,28,3,5,3,2,2,,,,,,6.25,5.54,2,0,-2.344,,,,,,,,,,
838,,7,3,8,10,7,1,10,10,3,6,3,7,10,1,7,7,,7,5,9,8,7,1,2,6,9,10,2,9,6,1,4,8,6,10,6,6,5,7,6,7,7,6,1,12,4,5,2,3,7,1,7,4,11,5,,8,4,5,8,5,2,1,1,2,10,4,,1,12,11,4,5,8,1,7,3,3,8,5,9,9,9,11,6,9,5,4,,8,7,6,7,7,,8,6,,10,,,7,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,2,9,10,10,10,6.5,6,7,7,9,8,8,10,7.5,6,,11,7.5,9,5,7.5,7.5,7.5,11,7,7,,10,8,,8,6,7.5,9,10,7,6,,8,9,7.5,6,7.5,,2,,7.5,,,6,,,10,7,,8,,8,7,,8,,6,8,8,5,7,,,7,,4,7,8,,8,10,6,,6.5,,,,10,7,10,,8,,,,,,,9,,,,,7,,,9,6,5,8,7,5,12,8,7,9,12,5,6,7,4,2,6,8,6,2,,,,,,,,,,,,,,,36,4,6,4,1,4,,,,,,,,,,,,,,,,,,,,
840,1,5,6,8,3,4,9,4,5,1,6,1,6,7,12,7,7,4,9,4,5,6,1,6,5,6,4,6,8,5,1,4,1,9,4,7,8,7,1,5,1,6,6,4,5,2,1,5,4,4,8,1,2,6,4,6,5,5,8,7,6,2,1,1,1,6,3,3,4,2,4,1,5,6,1,1,1,2,,1,5,,6,6,6,6,,2,8,4,,6,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,2,,10,10,7.5,8,,9,7,8,10,9,,7,6.5,,10,6,7,10,10,10,7,8,6,,,,,7,7,,8,,10,,7,8,9,,7,8,,6.5,7,8,,,,7,,,7,9,,,,,6,,,,,9,7.5,,8,,10,,8,8,,,,,10,,,,,,8,9,,,8,,,,6,,,7,,,,,,7,11,10,2,16,12,16,6,5,10,5,0,3,7,7,6,11,7,8,6,5,9,6,,113.85,,,91,,,,,,,,,,32,4,5,3,2,3,,,,,,,4.56,,,,2,2,2,1,1,1,1,2,1,2
842,2,9,7,9,9,7,9,11,8,10,7,8,10,10,10,8,9,7,8,7,9,8,10,12,5,5,7,6,9,10,7,7,11,9,8,7,9,11,12,7,10,7,7,7,7,12,5,11,5,10,6,8,5,10,7,5,5,8,7,9,7,5,4,5,7,7,10,6,5,8,8,9,9,7,6,,10,5,7,6,5,,12,5,5,6,,7,8,6,,9,,,9,,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,5.62,3.635,1.292,-0.512,,,,,,,,,,
843,1,9,,12,7,3,5,6,5,7,10,10,7,6,5,,,,,12,,8,6,9,5,6,,2,10,,9,5,8,8,,7,5,8,11,5,6,,,8,3,,,9,,5,8,8,8,,,,,7,,,,,,,9,,8,9,,5,9,10,,4,8,5,9,7,9,,,,7,,,7,8,,,,,8,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4,4,2,2,2,0.16,0.58,0.713,0.797,-0.055,6.096,,,,,1,2,1,2,1,1,4,1,3,2
844,,8,7,10,7,7.5,6,6,6,6,10,10,7,7,7.5,8,7.5,9,5,12,8,9,7.5,10,4,8,8,7.5,9,,12,5,5,8,12,9,,10,12,7.5,,6,7.5,6.5,6,9,5,7.5,,,10,4,6.5,8,6.5,7,8,8,4,7.5,8,6.5,2,8,8,7.5,7.5,7.5,,5,,10,10,6,12,4,8,,,5,5,,9,8,7,7.5,,7,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.231,6.26,4.957,2.183,0.714,,,,,,,,,,
845,,8,6,10,8,8,7,6,4,8,4,10,7,7,6,8,8,8,8,11,7,12,8,10,8,7,5,8,10,9,10,6,8,10,5,11,8,10,9,6,,6,8,4,4,7,7,,9,2,5,7,8,8,7,7,,7,,5,8,7,,8,7,8,,6,,7,7,,9,6,7,8,10,8,,8,8,10,7,,,,7,8,,8,,,8,,9,,,8,,,,,,,,,6,5,9,6,6,12,7,3,4,8,4,6,9,6,6,7,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2,3,6,5,9,6,8,4,1,4,3,2,9,10,9,4,6,1,8,5,5,8,2,4,6,7,,8,2,4,6,3,7,5,3,1,5,3,6,10,6,5,5,5,,10,5,3,8,10,2,1,6,1,7,6,2,7,6,3,3,4,1,4,2,4,4,4,4,7,10,3,3,,7,2,2,7,3,4,7,6,9,,1,4,4,3,5,3,3,5,2,6,2,5,10,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,2,10,,7,,6.5,,,5,9,9,8,6,,7,8,,6,,6.5,6,11,,9,5,6,6,7,6,8,8,,,6.5,7,6.5,,8,8,7.5,,,6,6,,7.5,6.5,,,7.5,6.5,6,7,8,9,6.5,5,7,5,7,7,5,,9,,6.5,,5,,,,,6.5,,8,8,8,,,7.5,,7,,8,,8,,8,,,,,,,9,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,5,3,1,4,-1.02,-0.216,-1.219,-0.553,0.64,7.058,5.26,5.8,0.748,1.004,2,2,1,2,2,1,4,1,1,2
848,1,12,7,12,7,6,8,7,8,6,6,12,9,7,4,7,12,12,5,11,7,8,7,7,7,12,9,6,5,12,12,4,7,12,7,5,8,7,10,7,7,7,6,5,7,11,7,7,5,6,7,5,7,6,7,8,12,4,12,5,12,4,5,5,5,7,5,6,7,7,12,12,7,5,11,7,5,7,4,7,6,,5,5,7,5,,6,5,6,,5,,,12,,7,,,5,,,6,5,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1,6.5,7,12,8,7,10,7,6.5,7.5,7,8,7.5,7,5,8,9,5,7.5,7,10,8,7,7.5,6,10,4,10,5,6,11,8,8,9,8,7,7,,12,7.5,7,6,6,4,6.5,9,6,8,7,7,7.5,7,9,8,9,6,,6,4,6.5,5,5,4,7.5,5,6,6.5,6,,7.5,5,5,5,7,12,6,6.5,7.5,5,7,9,,5,,6,6,,3,5,5,,5,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.173,,4.648,1.365,0.436,,,,,,,,,,
850,,7,8,7,10,7,10,7,2,9,8,10,10,10,11,7,11,7,11,8,9,11,10,11,7,7,8,9,7,10,8,7,7,6,10,9,9,11,7,,8,7,10,7,4,8,9,4,11,11,7,10,6,6,,11,7,7,8,10,8,7,6,7,6,10,11,,7,10,,6,7,10,,8,10,9,8,5,9,10,,9,10,9,9,7,,7,10,10,9,10,10,8,,9,6,,,,2,16,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3,5,3,2,,,,,,,,,,,,,,,,,,,,,
851,1,4,8,7,5,7,,6,6,,9,7,,7,6,,8,,7,9,8,7,7,8,5,7,9,8,9,7,9,,,7,9,7,6,7,8,7,,,7,4,,,,10,8,5,,,,,8,,,,4,6,7,5,,8,8,7,9,5,7,,,7,6,,,,,6,,,,,,,,10,,,8,,,,,,,,8,,,,6,7,2,16,16,17,9,4,8,7,2,6,6,7,6,7,4,5,7,9,8,5,142.5,200,165,141.68,93,,,,,,,,,,26,3,5,3,3,4,,,,,,,5.74,5.385,1.389,0.956,,,,,,,,,,
852,2,9,9,12,9,9,9,8,8,8,5,8,10,9,10,10,9,7,7,5,8,9,8,12,7,7,,9,7,10,10,6,9,12,7,7,8,10,9,7,9,7,7,6,7,10,5,7,10,8,6,7,10,,9,8,,,8,10,7,10,4,10,10,9,,7,,9,9,6,8,4,9,9,10,,,9,,,,9,7,7,,5,7,7,,,,,7,,8,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,14,11,,,,,,,,,,,5,,,,,,,,,,,2,2,2,2,2,1,4,1,3,2
853,1,7,7,7.5,9,7.5,8,7,7,6.5,7.5,8,10,11,,7,7.5,3,4,8,10,9,8,7,5,7.5,7.5,6.5,7,4,7.5,,7,6,8,5,7.5,8,10,8,4,6.5,7,7.5,7,9,4,8,6.5,6,6,6,9,,10,6,6,7,1,3,6,4,5,7.5,7,7,7,4,5,7,7,7,4,,12,6.5,6,7.5,7.5,,6,6,11,7,8,9,9,7.5,,4,7,7.5,7,5,4,1,9,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,5,3,2,,,,,,,,5.98,,,,,,,,,,,,,
854,2,7,8,,10,7,5,10,7,,8,6,,10,10,5,10,9,,7,,7,9,7,8,5,3,9,6,,,4,5,7,7,,7,6,8,,,7,3,3,,5,5,10,7,7,5,5,7,5,,9,,5,3,,,3,9,,7,,7,5,,5,,7,,5,5,,8,3,3,10,,10,,10,,10,,,,,9,9,,6,10,5,,,,,16,4,10,17,14,18,7,4,9,5,5,8,10,7,4,5,5,2,7,7,11,3,,165,,119.92,76,,,,,,,,,,24,2,6,4,2,4,,,,,,,6.2,,,,,,,,,,,,,
855,,6.5,8,8,3,6.5,6,7,7,11,6.5,11,10,5,7,,7,9,,6,6,7,7,12,2,3,6,6,7.5,7,7.5,7,7,12,8,12,,11,8,3,6.5,,,6,7,,7,6,,6.5,7.5,6,7,7,,8,7,8,2,6.5,8,6,8,9,7,5,7,,6.5,6,,7,,,,,,7,,,,,,10,,6.5,,8,8,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.808,-0.951,2.146,-0.215,-1.151,5.769,5.3,4.31,1.773,0.097,,,,,,,,,,
